Symbol,Name,Price,P/E,P/B,P/S,Volume,EV/EBITDA,EV/Gross_Profit,PE Percentile,PB Percentile,PS Percentile,EV/EBITDA Percentile,EV/Gross_Profit Percentile,RV Score
MPW,"Medical Properties Trust, Inc.",10.53,6.97612556,0.72938902,4.07155333,13814817,12.49128424580671,14.341977207933157,23.963133640552996,10.599078341013826,84.33179723502305,69.12442396313364,81.10599078341014,53.824884792626726
NLY,Annaly Capital Management Inc.,20.33,4.00136046,0.96222682,1.98373557,3799197,25.096016274738524,18.948821395533557,7.373271889400922,18.89400921658986,60.8294930875576,93.54838709677419,88.47926267281106,53.824884792626726
ARCO,Arcos Dorados Holdings Inc.,8.29,13.15494312,7.83935528,0.64984382,610591,7.259580335351358,8.467892508765344,45.16129032258065,95.85253456221199,26.267281105990783,37.327188940092164,67.74193548387096,54.47004608294931
DRH,Diamondrock Hospitality Company,8.8,18.69639794,1.14838988,1.8562180700000002,1243492,10.215073593374857,10.493410588096523,57.6036866359447,26.72811059907834,58.986175115207374,57.142857142857146,73.73271889400921,54.83870967741935
PTEN,"Patterson-UTI Energy, Inc.",14.98,21.27142857,1.90931951,1.23444074,4774735,6.463843352880102,13.939488547668379,64.0552995391705,57.142857142857146,45.6221198156682,30.4147465437788,79.26267281105991,55.29953917050691
BDN,Brandywine Realty Trust,5.88,18.96774194,0.6205771999999999,2.00212369,2025764,11.010180958679836,22.783083423699658,58.986175115207374,5.529953917050691,61.29032258064516,60.36866359447004,93.08755760368663,55.85253456221198
HAYW,"Hayward Holdings, Inc.",12.25,15.45811518,2.30237763,2.06452751,3771840,8.969663070367146,5.507146321688918,51.1520737327189,66.3594470046083,64.0552995391705,47.465437788018434,53.45622119815668,56.49769585253456
BGCP,"BGC Partners, Inc.",5.24,39.93660856,2.79787051,1.40282642,2397921,12.020214862373658,1.618846982923361,84.7926267281106,72.35023041474655,49.76958525345622,67.28110599078342,9.67741935483871,56.7741935483871
LAUR,"Laureate Education, Inc.",11.91,29.65587045,2.37068922,1.58749658,614884,5.886077361005013,6.30394797346121,76.95852534562212,67.74193548387096,53.91705069124424,28.110599078341014,59.90783410138249,57.327188940092164
KMI,"Kinder Morgan, Inc.",17.65,15.56011051,1.27657708,2.01619515,8335489,11.146107055961071,13.317005813953488,52.07373271889401,32.71889400921659,61.75115207373272,62.21198156682028,77.88018433179724,57.327188940092164
EVRI,Everi Holdings Inc.,19.0,10.31737316,9.8325484,2.80479545,734512,6.729379360248828,5.420789635737152,37.78801843317972,96.7741935483871,75.57603686635944,33.64055299539171,50.69124423963134,58.894009216589865
ABR,Arbor Realty Trust,15.07,9.27451831,1.15838003,2.59177151,3478155,16.544003371154517,13.923003929947393,33.64055299539171,27.1889400921659,74.19354838709677,81.5668202764977,78.80184331797236,59.07834101382488
ENLC,"EnLink Midstream, LLC",11.6,15.16245487,4.07090702,0.57760469,2963245,9.40708100237566,15.524598457063362,50.69124423963134,86.63594470046083,23.502304147465438,50.69124423963134,83.87096774193549,59.07834101382488
IRWD,"Ironwood Pharmaceuticals, Inc.",11.27,11.82389937,2.66321645,5.11841167,1263870,8.154515302575916,5.017229665329025,41.935483870967744,71.42857142857143,89.40092165898618,44.70046082949309,48.38709677419355,59.1705069124424
BLMN,"Bloomin' Brands, Inc.",26.92,28.22219911,8.767394209999999,0.60514564,1274355,6.993152657674029,7.026339406446101,76.49769585253456,96.31336405529954,24.42396313364055,35.483870967741936,65.43778801843318,59.63133640552996
HAIN,"The Hain Celestial Group, Inc.",18.11,35.89488354,1.48648682,0.88963769,604055,14.987397487021292,5.712971217295912,83.87096774193549,44.70046082949309,36.40552995391705,78.80184331797236,55.29953917050691,59.81566820276498
APPS,"Digital Turbine, Inc.",11.07,21.93232776,2.03214798,1.47727703,2144727,11.54716845749547,6.529086180286193,64.97695852534562,59.44700460829493,51.61290322580645,64.97695852534562,62.672811059907836,60.73732718894009
ARHS,"Arhaus, Inc.",14.18,19.81520967,27.36391653,2.3955076,666638,7.227039870683106,3.604550014699954,61.29032258064516,99.53917050691244,70.96774193548387,36.866359447004605,35.483870967741936,60.8294930875576
STWD,Starwood Property Trust Inc.,19.66,6.9918343499999995,0.92205909,3.89910381,2044331,23.871972460145077,20.593257984835,24.88479262672811,17.51152073732719,83.41013824884793,92.62672811059907,90.78341013824885,61.843317972350235
FLO,"Flowers Foods, Inc.",27.97,25.9079451,4.05945084,1.23122522,1465684,14.062151372473403,3.299274177130693,71.42857142857143,86.17511520737327,44.70046082949309,76.95852534562212,31.336405529953918,62.11981566820276
ACRE,Ares Commercial Real Estate Corporation,11.55,18.70635185,0.8193473800000001,3.3927921899999998,584255,15.342808236204926,13.998470650751067,58.064516129032256,13.824884792626728,80.64516129032258,79.26267281105991,79.72350230414746,62.30414746543779
NI,NiSource Inc,27.7,16.12273856,1.86420876,2.06345144,4132712,12.800797013720743,8.692597540506286,53.45622119815668,55.29953917050691,63.59447004608295,70.50691244239631,68.66359447004608,62.30414746543779
ACIW,"ACI Worldwide, Inc.",25.87,20.60711738,2.35486129,2.08888523,748280,10.426459026571008,5.998461158437258,62.672811059907836,67.28110599078342,64.97695852534562,59.44700460829493,58.525345622119815,62.58064516129033
WES,"Western Midstream Partners, LP",27.01,8.88200619,3.4468943100000002,3.2498526500000002,1373112,8.959388636424523,10.700738444936603,32.71889400921659,81.10599078341014,78.80184331797236,47.004608294930875,74.19354838709677,62.764976958525345
AMCR,Amcor plc,11.23,15.74659362,4.08361019,1.1684790999999999,7355347,11.754743465634075,8.673321428538067,52.995391705069125,87.09677419354838,42.857142857142854,65.89861751152074,68.20276497695852,63.41013824884792
CHGG,"Chegg, Inc.",16.6,8.83211277,1.81681848,3.13436923,2844463,33.38597324467664,5.92469547902462,31.797235023041473,53.45622119815668,78.3410138248848,95.39170506912443,58.064516129032256,63.41013824884793
BXMT,"Blackstone Mortgage Trust, Inc.",21.06,14.46061284,0.78537672,2.6737517200000003,1715019,20.18739280244372,19.648910912384906,49.30875576036866,13.36405529953917,75.11520737327189,89.86175115207374,89.40092165898618,63.41013824884793
SHO,"Sunstone Hotel Investors, Inc.",10.7,31.17491943,1.23477135,2.48034086,1245398,9.62038698414238,14.9528159671973,80.64516129032258,30.87557603686636,71.88940092165899,52.534562211981566,82.02764976958525,63.59447004608295
VIAV,Viavi Solutions Inc.,10.71,31.91296464,3.55301939,1.9462952599999999,1593026,11.089655172413794,3.452631578947368,81.10599078341014,82.94930875576037,60.36866359447004,61.29032258064516,33.17972350230415,63.77880184331797
HIW,"Highwoods Properties, Inc.",27.19,18.22759315,1.16688722,3.3984741400000003,573893,11.63691444788077,21.80541180980259,57.142857142857146,28.110599078341014,81.10599078341014,65.43778801843318,91.70506912442396,64.70046082949308
TRIP,"TripAdvisor, Inc.",21.36,178.80571909,3.47782275,2.0756998700000002,1418160,11.86009708737864,1.910226739640344,97.23502304147465,82.02764976958525,64.51612903225806,66.82027649769586,12.903225806451612,64.70046082949308
SEM,Select Medical Holdings Corporation,27.48,21.95382467,3.02880882,0.52578198,543363,14.621051035423939,16.08412061749366,65.89861751152074,75.57603686635944,19.35483870967742,77.88018433179724,85.25345622119816,64.7926267281106
MWA,MUELLER WATER PRODUCTS,14.09,27.62092794,3.2575186,1.77202181,1048031,11.028803465078505,5.591600329398847,74.19354838709677,79.72350230414746,57.142857142857146,60.8294930875576,54.3778801843318,65.25345622119815
TTI,"Tetra Technologies, Inc.",3.6,64.81481481,4.18415044,0.8210635,791926,11.408495230393148,5.46729498810887,90.78341013824885,87.55760368663594,33.64055299539171,63.59447004608295,52.534562211981566,65.6221198156682
ARCC,Ares Capital Corporation,19.45,16.501145909999998,1.05592491,4.61499542,2320688,18.800344234079173,12.738192419825072,55.29953917050691,20.737327188940093,88.0184331797235,87.09677419354838,77.41935483870968,65.71428571428571
CNP,"CenterPoint Energy, Inc (Holding Co)",28.41,17.53539657,1.90452861,1.89886971,4985848,12.796706377014717,17.317117117117117,56.22119815668203,56.68202764976959,59.90783410138249,70.04608294930875,86.17511520737327,65.80645161290323
EXEL,"Exelixis, Inc.",17.15,30.59661621,2.23654525,3.46099162,4995223,16.970632473802738,2.6297409205660998,77.88018433179724,63.59447004608295,82.02764976958525,83.41013824884793,24.42396313364055,66.26728110599079
WT,"WisdomTree, Inc.",5.96,24.14071977,2.86215625,2.83884302,696405,12.384844232388437,4.844819787178912,67.74193548387096,73.73271889400921,76.036866359447,68.66359447004608,46.54377880184332,66.54377880184332
AROC,"Archrock, Inc.",11.46,40.70891515,2.055898,2.06284024,1312850,9.086460435295061,11.33432117771577,85.25345622119816,60.36866359447004,63.133640552995395,48.8479262672811,75.57603686635944,66.63594470046083
HST,Host Hotels,17.07,19.23643367,1.80529596,2.48281027,4776463,11.121815622800845,18.270635838150287,59.90783410138249,52.995391705069125,72.35023041474655,61.75115207373272,87.55760368663594,66.91244239631337
NOV,NOV Inc.,23.18,57.81130146,1.74292577,1.23145424,3356892,17.304241877256317,7.235132075471698,88.94009216589862,49.76958525345622,45.16129032258065,84.33179723502305,66.3594470046083,66.91244239631337
OII,"Oceaneering International, Inc.",22.11,86.15506329,4.20142131,1.06942199,701074,8.973221988336384,6.767845349521924,93.54838709677419,88.47926267281106,40.55299539170507,47.92626728110599,64.51612903225806,67.00460829493088
ESI,Element Solutions Inc.,21.14,27.8902504,2.37959683,2.01892681,774964,12.295947030497592,6.432560092369056,75.11520737327189,68.66359447004608,62.21198156682028,68.20276497695852,61.29032258064516,67.09677419354838
OUT,OUTFRONT Media Inc.,17.39,21.27791563,2.29740012,1.56586536,1509684,16.118572714993245,10.044710998877665,64.51612903225806,65.89861751152074,53.45622119815668,80.18433179723502,71.42857142857143,67.09677419354838
TWNK,"Hostess Brands, Inc.",24.86,20.84452653,1.8392579,2.52145999,987464,13.840094414401719,8.97922147381028,63.133640552995395,54.3778801843318,72.8110599078341,75.57603686635944,69.5852534562212,67.09677419354838
OLPX,"Olaplex Holdings, Inc.",4.65,13.22197055,3.88745526,4.58201964,3991728,9.465153226176975,8.184083918949717,45.6221198156682,84.7926267281106,87.55760368663594,51.1520737327189,66.82027649769586,67.1889400921659
APLE,"Apple Hospitality REIT, Inc.",16.9,26.61290323,1.21070339,3.11136005,1252324,12.251669433907384,18.49256581739423,72.8110599078341,29.953917050691246,77.88018433179724,67.74193548387096,88.0184331797235,67.28110599078342
SONO,"Sonos, Inc.",20.34,159.64630225,4.48810517,1.56131864,2013172,16.74171638366223,2.290413841859343,96.7741935483871,90.3225806451613,52.534562211981566,82.48847926267281,17.972350230414747,68.0184331797235
COTY,Coty Inc.,11.58,91.71314741,3.06203345,1.80991083,3280161,13.755034702468995,3.825606784595424,94.00921658986175,76.036866359447,58.064516129032256,75.11520737327189,36.866359447004605,68.0184331797235
RVLV,"Revolve Group, Inc.",28.09,34.54060236,5.25333117,1.83895422,952562,18.477047543459893,2.456282162986359,83.41013824884793,90.78341013824885,58.525345622119815,85.71428571428571,21.658986175115206,68.0184331797235
CUZ,Cousins Properties Incorporated,25.25,22.61560694,0.81987959,4.94102213,1158793,13.333814127718787,30.469589157958005,66.3594470046083,14.285714285714286,88.94009216589862,73.73271889400921,97.23502304147465,68.11059907834101
EXPI,"eXp World Holdings, Inc.",12.35,121.41393443,7.30822839,0.40259768,1035969,100.37518037518038,4.170957129891333,94.93087557603687,94.93087557603687,11.059907834101383,98.61751152073732,42.3963133640553,68.38709677419355
JBGS,JBG SMITH Properties,16.06,25.5354201,0.72483361,3.3492157,6541658,20.941549614861803,26.978185699514125,70.96774193548387,9.67741935483871,79.72350230414746,91.2442396313364,94.93087557603687,69.30875576036865
XP,XP Inc.,11.49,9.18009252,2.48504332,2.85340284,5350907,23.18555154296015,11.879771167034345,33.17972350230415,69.5852534562212,76.49769585253456,92.16589861751152,76.49769585253456,69.5852534562212
BNL,"Broadstone Net Lease, Inc.",18.15,25.33202852,0.95132792,7.98466793,963303,14.963099048411866,22.433475785314965,70.04608294930875,18.433179723502302,94.93087557603687,78.3410138248848,92.16589861751152,70.78341013824885
PPL,PPL Corporation,27.39,27.9847281,1.4353953,2.529079,4726198,13.397432993582484,20.573797101449276,76.036866359447,40.09216589861751,73.27188940092167,74.19354838709677,90.3225806451613,70.78341013824885
ZIP,"ZipRecruiter, Inc.",17.27,33.57535322,62.47489685,2.29605049,678492,16.98699518439066,2.331970022643095,81.5668202764977,100.0,69.12442396313364,83.87096774193549,19.35483870967742,70.78341013824885
AM,Antero Midstream Corporation,10.81,15.69553031,2.32229226,5.15858869,1633876,11.491428709656612,14.069851434889847,52.534562211981566,66.82027649769586,90.3225806451613,64.51612903225806,80.18433179723502,70.87557603686636
NXGN,"NextGen Healthcare, Inc.",18.15,53.41043891,2.85531285,2.04722374,338157,19.172597203856952,4.441878155989798,88.0184331797235,73.27188940092167,62.672811059907836,88.0184331797235,44.70046082949309,71.33640552995392
LTHM,Livent Corporation,24.27,17.34875445,2.91159936,5.80108214,1564296,11.169658459094517,10.100023940627242,55.76036866359447,74.65437788018433,91.2442396313364,62.672811059907836,72.35023041474655,71.33640552995392
HTGC,"Hercules Capital, Inc.",15.26,20.28333113,1.45437699,5.9806314700000005,787162,20.54915380786461,10.430067456607969,62.21198156682028,41.935483870967744,91.70506912442396,90.78341013824885,73.27188940092167,71.9815668202765
AVTR,"Avantor, Inc.",25.1,25.41816316,3.43996723,2.24012805,5163152,13.15173485240808,8.893324578682424,70.50691244239631,80.64516129032258,68.20276497695852,72.8110599078341,69.12442396313364,72.25806451612902
SITC,SITE Centers Corp.,13.29,18.06900314,1.45946166,5.1436112099999995,1034159,14.511103498607408,27.454842618423648,56.68202764976959,42.3963133640553,89.86175115207374,77.41935483870968,95.39170506912443,72.35023041474655
DHT,"DHT Holdings, Inc.",12.05,30.80995236,1.7719457200000002,4.26051512,2101554,9.890057526035985,25.40249207402492,78.80184331797236,52.07373271889401,85.25345622119816,55.29953917050691,94.47004608294931,73.17972350230414
PSEC,Prospect Capital Corporation,7.4,92.30769231,0.6986832900000001,4.55104593,918409,32.99979481269018,15.81826438342691,94.47004608294931,8.294930875576037,86.63594470046083,94.93087557603687,84.33179723502305,73.73271889400922
OFC,Corporate Office Properties Trust,25.49,20.20510412,1.7253273500000001,3.9331586,554533,16.225916915877715,23.62912652029695,61.75115207373272,48.38709677419355,83.87096774193549,81.10599078341014,94.00921658986175,73.82488479262673
GNTX,Gentex Corporation,28.75,21.16923533,3.23857176,3.44246234,1175793,13.168398783499924,10.075265795924377,63.59447004608295,79.26267281105991,81.5668202764977,73.27188940092167,71.88940092165899,73.91705069124424
FIGS,"FIGS, Inc.",6.7,62.26583408,3.77789445,2.58796123,5722053,25.655809964022776,3.075209550056403,90.3225806451613,83.87096774193549,73.73271889400921,94.00921658986175,29.032258064516128,74.19354838709677
NAT,Nordic American Tankers Limited,4.54,78.26086957,1.7400315499999999,5.38515172,2993682,10.181209293731811,16.03761778295194,91.2442396313364,49.30875576036866,90.78341013824885,56.68202764976959,84.7926267281106,74.56221198156682
OHI,"Omega Healthcare Investors, Inc.",27.06,15.5103211,1.75557468,7.48844614,1331892,17.318702772326695,22.437865394509142,51.61290322580645,51.1520737327189,94.47004608294931,84.7926267281106,92.62672811059907,74.93087557603687
UEC,Uranium Energy Corp.,3.74,290.4,3.21614629,42.47660651,6926524,144.6250146238033,-329.4622641509434,98.15668202764977,78.80184331797236,99.53917050691244,99.53917050691244,0.4608294930875576,75.29953917050692
ATEN,"A10 Networks, Inc.",15.08,24.9588951,6.49283991,4.2101327,723033,18.597750578895138,5.030826912924038,69.12442396313364,93.54838709677419,84.7926267281106,86.17511520737327,48.8479262672811,76.49769585253456
MCW,"Mister Car Wash, Inc.",9.01,26.18287373,3.45234086,3.37087809,1382605,16.075726394964445,9.228114611366156,71.88940092165899,81.5668202764977,80.18433179723502,79.72350230414746,70.04608294930875,76.68202764976958
EXTR,"Extreme Networks, Inc.",18.13,49.94520548,26.08347284,2.1878537,1480338,19.97479909495202,4.134621440787593,86.63594470046083,99.07834101382488,67.28110599078342,89.40092165898618,41.935483870967744,76.86635944700461
EQC,Equity,20.6,79.93897788,0.85034876,37.45346848,1526517,37.32629983679179,15.14163435165043,91.70506912442396,15.2073732718894,99.07834101382488,95.85253456221199,82.94930875576037,76.95852534562212
IRT,"Independence Realty Trust, Inc.",17.93,33.61232642,1.10080564,6.2726690099999995,1058104,19.009810405964913,55.84438928357442,82.02764976958525,24.42396313364055,93.54838709677419,87.55760368663594,100.0,77.51152073732719
HLIT,Harmonic Inc.,12.76,50.83665339,4.3202687,2.2944671100000003,1764441,26.26717420071556,5.286217315399613,87.09677419354838,88.94009216589862,68.66359447004608,94.47004608294931,49.76958525345622,77.78801843317973
LXP,LXP Industrial Trust,10.5,27.2513089,1.29075295,9.15360145,1773608,18.740286226660576,49.68814096587732,73.73271889400921,34.10138248847926,96.31336405529954,86.63594470046083,99.07834101382488,77.97235023041475
ROIC,Retail Opportunity Investments Corp.,14.31,34.19850997,1.36725168,6.01546876,798657,17.78238463569424,28.035489913433594,82.94930875576037,37.78801843317972,92.16589861751152,85.25345622119816,96.31336405529954,78.89400921658986
SKT,"Tanger Factory Outlet Centers, Inc.",18.93,24.55958549,4.02991832,4.52507848,416920,13.972713841675398,17.064511465790023,68.20276497695852,85.71428571428571,86.17511520737327,76.036866359447,85.71428571428571,80.36866359447004
WEN,Wendy's Company (The),21.93,27.20766618,10.26337946,2.31031125,3484273,16.555124846655847,14.142224364859159,73.27188940092167,97.6958525345622,69.5852534562212,82.02764976958525,80.64516129032258,80.64516129032258
UE,Urban Edge Properties,15.46,38.94120641,1.83932034,4.6768391099999995,898098,16.90328963640861,23.104979847263472,84.33179723502305,54.83870967741935,88.47926267281106,82.94930875576037,93.54838709677419,80.82949308755761
CPRX,"Catalyst Pharmaceuticals, Inc.",15.45,25.16861326,7.61872513,11.71083802,1199587,13.987555492585246,9.959646571219599,69.5852534562212,95.39170506912443,97.6958525345622,76.49769585253456,70.50691244239631,81.93548387096774
KIM,Kimco Realty Corporation (HC),20.66,129.67660114,1.32920035,7.31337218,4574617,19.235010823917328,29.953005086899392,95.39170506912443,35.483870967741936,94.00921658986175,88.47926267281106,96.7741935483871,82.02764976958525
PEAK,"Healthpeak Properties, Inc.",24.28,26.24614027,1.9550213699999999,6.22541993,4375556,19.682780738574724,42.79312904773819,72.35023041474655,57.6036866359447,92.62672811059907,88.94009216589862,98.61751152073732,82.02764976958525
CDMO,"Avid Bioservices, Inc.",17.11,9.72972973,5.8008379,9.65211602,395829,113.09802772895918,31.607454704213055,36.40552995391705,91.70506912442396,96.7741935483871,99.07834101382488,97.6958525345622,84.33179723502305
NEOG,Neogen Corporation,19.08,429.5194508,2.28023991,3.84615533,1300593,62.656388971242215,17.393308176928805,98.61751152073732,64.97695852534562,82.94930875576037,97.6958525345622,86.63594470046083,86.17511520737327
CTKB,"Cytek Biosciences, Inc.",10.61,521.08108108,3.0682755,8.142961,900663,355.1724137931034,10.40465862499257,99.07834101382488,76.49769585253456,95.39170506912443,100.0,72.8110599078341,88.7557603686636
ESMT,"EngageSmart, Inc.",19.74,155.79293344,3.91181095,10.55370489,1192722,76.724666477434,12.141756617749449,95.85253456221199,85.25345622119816,97.23502304147465,98.15668202764977,76.95852534562212,90.69124423963133
ZI,ZoomInfo Technologies Inc.,25.85,158.23754789,4.40742539,9.10388443,3889386,47.6943215339233,14.56938499662086,96.31336405529954,89.86175115207374,95.85253456221199,96.31336405529954,81.5668202764977,91.9815668202765
DV,"DoubleVerify Holdings, Inc.",27.71,84.60583489,5.53673418,13.29627614,1046034,49.986604078559886,18.20057724711175,92.62672811059907,91.2442396313364,98.61751152073732,96.7741935483871,87.09677419354838,93.27188940092165
SHLS,"Shoals Technologies Group, Inc.",25.62,30.56839475,11.58140349,12.54643228,2921716,57.29826067725611,36.15013378420526,77.41935483870968,98.15668202764977,98.15668202764977,97.23502304147465,98.15668202764977,93.82488479262672
